OBJECTID,break_date,pipe_size,pipe_depth_ft,soil_type,repair_time_minutes
17430,2014/01/08 00:00:00+00,6,5,clay,105
17431,2014/01/08 00:00:00+00,6,7.5,clay,150
17432,2014/01/08 00:00:00+00,4,8,NA,1250
17433,2014/01/05 00:00:00+00,6,7.33,clay,180
17434,2014/01/08 00:00:00+00,4,4,sand,750
17801,2014/01/09 00:00:00+00,6,6,"Clay, gravel",900
17802,2014/01/09 00:00:00+00,8,6,Clay,75
17806,2014/01/09 00:00:00+00,6,6,"Clay, sand",1350
17807,2014/01/10 00:00:00+00,4,6,"Clay, rock",990
17808,2014/01/10 00:00:00+00,8,4.5,"Sand, rocky",120
17809,2014/01/10 00:00:00+00,6,5,Clay,100
17810,2014/01/10 00:00:00+00,10,5.5,Clay,795
17811,2014/01/10 00:00:00+00,6,5.5,Clay,810
17813,2014/01/10 00:00:00+00,6,5.5,Clay,165
17814,2014/01/10 00:00:00+00,6,5.17,clay,135
17815,2014/01/10 00:00:00+00,6,6.5,clay,95
17816,2014/01/11 00:00:00+00,6,5.5,Clay,50
17818,2014/01/11 00:00:00+00,6,5,Sand,135
17819,2014/01/11 00:00:00+00,6,7,Clay,120
17820,2014/01/12 00:00:00+00,8,7.17,clay,180
17821,2014/01/12 00:00:00+00,12,5.5,Sand,125
17822,2014/01/12 00:00:00+00,6,7,clay,900
17823,2014/01/12 00:00:00+00,6,6,clay,840
17824,2014/01/12 00:00:00+00,6,7,clay,135
17825,2014/01/12 00:00:00+00,10,6,clay,165
17826,2014/01/12 00:00:00+00,6,5.5,clay,60
17827,2014/01/12 00:00:00+00,6,6.33,clay,870
17828,2014/01/13 00:00:00+00,6,6,clay,125
17830,2014/01/13 00:00:00+00,6,4.5,clay,120
17831,2014/01/14 00:00:00+00,6,6,"rock, clay",870
17832,2014/01/14 00:00:00+00,6,6,clay over sand,810
17833,2014/01/14 00:00:00+00,6,7.5,clay over sand,195
17834,2014/01/14 00:00:00+00,6,7,clay,1125
17835,2014/01/14 00:00:00+00,6,6.5,"sand, rock",135
17836,2014/01/16 00:00:00+00,6,5,clay,890
17838,2014/01/17 00:00:00+00,12,8.83,sand,60
17839,2014/01/17 00:00:00+00,6,6,"Clay, rock",862
17840,2014/01/19 00:00:00+00,6,5.83,clay,840
17841,2014/01/19 00:00:00+00,6,5.75,"sand, rock",150
17842,2014/01/19 00:00:00+00,6,6,clay rock,120
17843,2014/01/21 00:00:00+00,10,6,clay,120
17844,2014/01/21 00:00:00+00,NA,5.5,clay sand,190
17845,2014/01/22 00:00:00+00,6,5,clay rock,90
17846,2014/01/22 00:00:00+00,6,6.17,clay,885
17847,2014/01/23 00:00:00+00,8,5.5,NA,390
17848,2014/01/23 00:00:00+00,4,5.67,clay,840
17849,2014/01/23 00:00:00+00,4,5.5,clay,285
17850,2014/01/23 00:00:00+00,8,7.5,dirt,120
17851,2014/01/23 00:00:00+00,6,5,clay,30
18232,2014/01/23 00:00:00+00,8,6.25,Rocky/sandy/clay,NA
18233,2014/01/24 00:00:00+00,6,6,"Glacial rock, sand",850
18234,2014/01/24 00:00:00+00,10,8,clay,420
18235,2014/01/23 00:00:00+00,4,4.83,gravel,75
18236,2014/01/25 00:00:00+00,6,6.5,cast,60
18239,2014/01/27 00:00:00+00,6,6.08,clay mud,840
18240,2014/01/27 00:00:00+00,6,5.5,sandy clay,210
18241,2014/01/27 00:00:00+00,6,6,Clay,90
18242,2014/01/28 00:00:00+00,6,6,sandy/clay,240
18243,2014/01/28 00:00:00+00,6,5.5,Clay,915
18244,2014/01/28 00:00:00+00,6,6,Clay,120
18246,2014/01/28 00:00:00+00,6,6,crush rock,1005
18247,2014/01/28 00:00:00+00,6,7,Clay,300
18248,2014/01/28 00:00:00+00,8,6,Clay,270
18249,2014/01/28 00:00:00+00,6,9,Clay,1065
18252,2014/01/30 00:00:00+00,6,5.92,clay rock stone,NA
18253,2014/01/30 00:00:00+00,6,6.33,clay,135
18254,2014/01/31 00:00:00+00,6,6.5,clay,840
18255,2014/01/30 00:00:00+00,8,6.5,Clay,195
18257,2014/01/30 00:00:00+00,6,5.5,clay,75
18258,2014/01/31 00:00:00+00,6,6,"clay, boulders",150
18259,2014/02/01 00:00:00+00,6,7,clay,105
18261,2014/02/01 00:00:00+00,6,5.5,Clay,90
18262,2014/02/01 00:00:00+00,6,6.5,stone clay,955
18263,2014/02/01 00:00:00+00,6,6,clay,120
18264,2014/02/02 00:00:00+00,8,6.5,clay,915
18265,2014/02/03 00:00:00+00,6,12,Clay,NA
18266,2014/02/03 00:00:00+00,6,6,clay,900
18267,2014/02/03 00:00:00+00,6,5,clay/sand,945
18268,2014/02/03 00:00:00+00,8,6.25,clay,1020
18269,2014/02/04 00:00:00+00,4,6,clay,1080
18271,2014/02/04 00:00:00+00,4,6,clay,1080
18272,2014/02/04 00:00:00+00,8,7.5,clay/sand,1140
18273,2014/02/04 00:00:00+00,6,6,clay,75
18274,2014/02/04 00:00:00+00,10,7,clay,893
18275,2014/02/04 00:00:00+00,4,5.67,clay dirt,250
18276,2014/02/04 00:00:00+00,6,4.17,clay,855
18277,2014/02/04 00:00:00+00,10,5.5,clay,150
18278,2014/02/04 00:00:00+00,6,6.5,clay,135
18279,2014/02/04 00:00:00+00,8,8.5,clay,120
18280,2014/02/04 00:00:00+00,10,5,rocky sand,90
18281,2014/02/05 00:00:00+00,6,5.5,clay,900
18282,2014/02/05 00:00:00+00,6,5.67,clay,120
18283,2014/02/05 00:00:00+00,6,4,clay,60
18284,2014/02/05 00:00:00+00,6,5,clay,60
18285,2014/02/05 00:00:00+00,6,5.5,sandstone,190
18286,2014/02/05 00:00:00+00,8,5.5,clay/rock,195
18287,2014/02/06 00:00:00+00,6,6,clay boulders,970
18288,2014/02/06 00:00:00+00,6,6,clay,240
18289,2014/02/06 00:00:00+00,6,5.5,clay,60
18290,2014/02/07 00:00:00+00,6,7,clay,120
18291,2014/02/07 00:00:00+00,6,6,Clay,150
18292,2014/02/08 00:00:00+00,6,5.5,wash stone,60
18293,2014/02/08 00:00:00+00,6,7,Dirt,90
18294,2014/02/08 00:00:00+00,10,10.5,clay,540
18295,2014/02/08 00:00:00+00,8,5.58,SAND CLAY,420
18296,2014/02/09 00:00:00+00,6,4.5,sand,60
18632,2014/02/09 00:00:00+00,6,6,Clay,295
18633,2014/02/10 00:00:00+00,6,7.08,gravel,105
18634,2014/02/10 00:00:00+00,6,5.5,clay,135
18637,2014/02/10 00:00:00+00,4,5.5,clay,90
18638,2014/02/10 00:00:00+00,6,4.5,rocks clay,135
18639,2014/02/11 00:00:00+00,6,7.5,clay,105
18640,2014/02/11 00:00:00+00,6,NA,clay,1110
18641,2014/02/12 00:00:00+00,6,6,clay,210
19032,2014/02/12 00:00:00+00,6,4.17,Clay,195
19033,2014/02/12 00:00:00+00,6,5.5,Clay,60
19034,2014/02/12 00:00:00+00,6,6,clay,975
19035,2014/02/14 00:00:00+00,8,8.5,"rock, sand",1320
19036,2014/02/14 00:00:00+00,6,5.5,clay,180
19038,2014/02/14 00:00:00+00,6,5,Clay,150
19039,2014/02/14 00:00:00+00,6,6.5,clay,120
19040,2014/02/14 00:00:00+00,6,6.5,clay,75
19041,2014/02/15 00:00:00+00,6,8,Gravel over clay,840
19043,2014/02/15 00:00:00+00,8,7,sand,870
19044,2014/02/15 00:00:00+00,6,6.5,"Rock, sand",105
19046,2014/02/15 00:00:00+00,6,6,Clay,60
19047,2014/02/15 00:00:00+00,6,7,Clay,120
19050,2014/02/15 00:00:00+00,6,6.5,Clay,795
19051,2014/02/15 00:00:00+00,6,5.5,Clay,90
19052,2014/02/16 00:00:00+00,10,7,shelf rock,240
19053,2014/02/17 00:00:00+00,6,7,sand over rock mix,90
19054,2014/02/17 00:00:00+00,6,6,Clay,140
19055,2014/02/18 00:00:00+00,6,5.5,Clay,120
19056,2014/02/18 00:00:00+00,6,6.5,Clay,180
19057,2014/02/18 00:00:00+00,6,7.5,clay,865
19058,2014/02/18 00:00:00+00,6,5,rocky sand,161
19059,2014/02/19 00:00:00+00,6,6,"Gravel, clay",1050
19060,2014/02/19 00:00:00+00,6,6.5,Clay,90
19061,2014/02/19 00:00:00+00,6,5.5,Clay,930
19062,2014/02/20 00:00:00+00,6,6,Clay with rock,120
19063,2014/02/20 00:00:00+00,6,6.5,sand,72
19064,2014/02/21 00:00:00+00,1,5,sand,90
19066,2014/02/22 00:00:00+00,6,5.83,Clay,105
19067,2014/02/22 00:00:00+00,10,6,clay,1110
19068,2014/02/23 00:00:00+00,6,6,clay,235
19069,2014/02/23 00:00:00+00,6,6.5,Clay,150
19070,2014/02/23 00:00:00+00,6,6,Clay,135
19072,2014/02/25 00:00:00+00,6,5.5,clay,120
19073,2014/02/25 00:00:00+00,6,6,clay,90
19432,2014/02/26 00:00:00+00,12,6,clay,NA
19433,2014/02/26 00:00:00+00,6,6.5,clay,60
19434,2014/02/26 00:00:00+00,4,5,clay,90
19435,2014/02/26 00:00:00+00,6,5.67,Clay,105
19436,2014/02/28 00:00:00+00,4,6.33,clay,120
19437,2014/02/12 00:00:00+00,6,4.33,gravel,990
19438,2014/02/28 00:00:00+00,4,3.67,sand rock,1080
19832,2014/02/24 00:00:00+00,0.75,4.5,sand,75
19833,2014/02/24 00:00:00+00,6,6.5,sand,120
19834,2014/02/27 00:00:00+00,6,6.5,clay,90
19835,2014/02/27 00:00:00+00,4,5.5,Clay,150
19836,2014/02/28 00:00:00+00,10,7,Clay,990
19837,2014/02/28 00:00:00+00,6,6,gravel,900
19838,2014/03/01 00:00:00+00,6,7.5,gravel,160
19839,2014/03/02 00:00:00+00,6,5.5,rocky clay,175
19841,2014/03/04 00:00:00+00,8,7,clay,150
19842,2014/03/04 00:00:00+00,8,7,clay,150
19843,2014/03/05 00:00:00+00,6,6.25,Clay,75
19844,2014/03/05 00:00:00+00,4,5.25,Clay,195
19845,2014/03/06 00:00:00+00,12,5,Gravel,330
19846,2014/03/06 00:00:00+00,12,6,clay,450
19847,2014/03/06 00:00:00+00,4,5.5,clay,915
19848,2014/03/06 00:00:00+00,6,5,clay,105
19849,2014/03/06 00:00:00+00,6,6,clay,120
19850,2014/03/06 00:00:00+00,10,6,Clay,60
19852,2014/03/07 00:00:00+00,6,5.5,"loose sand, rock",90
19853,2014/03/07 00:00:00+00,6,5.75,sand,209
19854,2014/03/07 00:00:00+00,6,5.5,Sand,90
19855,2014/03/08 00:00:00+00,12,6.2,CLAY,960
19856,2014/03/08 00:00:00+00,6,7,CLAY,960
19857,2014/03/08 00:00:00+00,8,7,dirt,120
19859,2014/03/10 00:00:00+00,6,7.5,clay,90
19860,2014/03/11 00:00:00+00,2,7.25,sand,165
19861,2014/03/11 00:00:00+00,6,6,Sand & rock,180
19862,2014/03/11 00:00:00+00,6,5.5,clay,900
19863,2014/03/12 00:00:00+00,12,6,sand/clay,855
19864,2014/03/12 00:00:00+00,6,5.25,sand clay,60
19865,2014/03/12 00:00:00+00,6,6.5,clay,90
19866,2014/03/13 00:00:00+00,6,6,clay,105
19867,1970/01/01 00:00:00+00,4,5.5,CLAY,120
19869,2014/03/14 00:00:00+00,4,4.25,sand,120
20232,2011/01/02 00:00:00+00,6,6,"Clay, Rock",90
20233,2011/01/02 00:00:00+00,8,5.83,Swamp,90
20234,2011/01/03 00:00:00+00,8,6.5,"Clay, Sand",125
20235,2011/01/04 00:00:00+00,6,5.67,"Clay, Rock",120
20236,2011/01/05 00:00:00+00,6,6.5,Gravel,NA
20237,2011/01/06 00:00:00+00,6,6.08,"Clay, Rock",420
20632,2011/01/01 00:00:00+00,6,6.08,Sand,240
21034,2011/01/06 00:00:00+00,6,7,"Clay, Rock",420
21035,2011/01/10 00:00:00+00,6,5.83,"Clay, Rock",120
21036,2011/01/10 00:00:00+00,6,6,Clay,60
21037,2011/01/10 00:00:00+00,6,4.5,"Clay, Rock",900
21039,2011/01/11 00:00:00+00,10,6.5,Sand,170
21040,2011/01/07 00:00:00+00,6,6.17,NA,810
21041,2011/01/08 00:00:00+00,6,6,"Clay, Rock",60
21042,2011/01/09 00:00:00+00,6,6,Clay,210
21043,2011/01/09 00:00:00+00,6,5.25,Clay,870
21044,2011/01/11 00:00:00+00,6,5.83,Clay,120
21045,2011/01/11 00:00:00+00,6,5.5,Clay,80
21047,2011/01/11 00:00:00+00,6,5.83,Clay,180
21048,2011/01/15 00:00:00+00,6,5.83,"Clay, Sand",60
21051,2011/01/15 00:00:00+00,6,7.5,"Clay, Rock",120
21052,2011/01/16 00:00:00+00,6,6,Sand,840
21053,2011/01/16 00:00:00+00,4,6,"Clay, Rock",105
21054,2011/01/16 00:00:00+00,6,5,Clay,150
21055,2011/01/17 00:00:00+00,6,6,Clay,90
21056,2011/01/17 00:00:00+00,6,5.5,"Clay, Gravel",60
21057,2011/01/18 00:00:00+00,6,5.5,Clay,60
21434,2011/01/20 00:00:00+00,6,5,"Clay, Sand",75
21435,2011/01/20 00:00:00+00,8,7,Clay,120
21436,2011/01/21 00:00:00+00,10,7.5,"Clay, Rock",870
21437,2011/01/21 00:00:00+00,6,5.25,"Clay, Rock",820
21438,2011/01/21 00:00:00+00,6,6.08,"Rock, Sand",210
21441,2011/01/23 00:00:00+00,12,8,"Clay, Rock",901
21442,2011/01/23 00:00:00+00,6,6.5,Clay,960
21444,2011/01/23 00:00:00+00,6,5.5,"Clay, Rock",90
21446,2011/01/24 00:00:00+00,6,6,"Clay, Rock",120
21447,2011/01/25 00:00:00+00,6,5.5,"Clay, Rock",120
21448,2011/01/26 00:00:00+00,8,7,"Clay, Sand",120
21450,2011/01/26 00:00:00+00,6,6,Clay,120
21451,2011/01/27 00:00:00+00,10,7,Clay,50
21453,2011/01/27 00:00:00+00,6,5,Clay,115
21455,2011/01/28 00:00:00+00,6,6.25,"Clay, Rock",120
21832,2011/01/28 00:00:00+00,6,5.5,Clay,90
21833,2011/01/28 00:00:00+00,6,5,Clay,795
21834,2011/01/29 00:00:00+00,6,5.5,"Clay, Rock",150
21837,2011/01/30 00:00:00+00,6,7.5,Clay,NA
21840,2011/01/30 00:00:00+00,10,6.5,"Clay, Rock",900
21841,2011/01/31 00:00:00+00,6,7,Clay,150
21843,2011/01/31 00:00:00+00,6,5.5,"Clay, Rock, Sand",120
21844,2011/02/01 00:00:00+00,6,6,"Clay, Sand",135
21845,2011/02/02 00:00:00+00,6,6.33,Clay,120
21846,2011/02/02 00:00:00+00,6,6.5,Clay,865
21847,2011/02/02 00:00:00+00,6,7,Clay,90
21848,2011/02/02 00:00:00+00,6,5,Clay,60
21850,2011/02/03 00:00:00+00,6,6,"Clay, Rock",150
21851,2011/02/03 00:00:00+00,6,6,"Rock, Sand",210
21853,2011/02/03 00:00:00+00,6,5.5,Clay,120
21856,2011/02/04 00:00:00+00,6,7,"Rock, Sand",120
21859,2011/02/05 00:00:00+00,6,5.5,"Clay, Rock",90
21860,2011/02/05 00:00:00+00,6,5.5,Clay,60
21861,2011/02/05 00:00:00+00,6,6,"Clay, Rock",780
22233,2011/02/08 00:00:00+00,6,5.5,"Clay, Rock",120
22234,2011/02/08 00:00:00+00,4,5.67,Clay,120
22238,2011/02/15 00:00:00+00,6,6,"Glacial Deposit, Rock",900
22239,2011/02/15 00:00:00+00,6,5.08,Clay,750
22240,2011/02/16 00:00:00+00,6,5,Clay,120
22242,2011/02/17 00:00:00+00,6,6.33,Clay,930
22243,2011/02/17 00:00:00+00,8,6.5,Clay,825
22244,2011/02/17 00:00:00+00,6,5,Clay,NA
22245,2011/02/17 00:00:00+00,6,5,"Clay, Rock",90
22246,2011/02/17 00:00:00+00,6,5.5,Clay,195
22247,2011/02/18 00:00:00+00,6,5.5,"Clay, Rock",120
22251,2011/02/21 00:00:00+00,6,6,"Rock, Sand",90
22252,2011/02/22 00:00:00+00,6,6,Clay,75
22253,2011/02/22 00:00:00+00,10,5.83,Clay,NA
22255,2011/02/24 00:00:00+00,8,5.83,"Rock, Sand",120
22256,2011/02/25 00:00:00+00,6,6.17,"Clay, Rock",90
22258,2011/02/25 00:00:00+00,6,6,"Clay, Gravel",69
22259,2011/02/25 00:00:00+00,6,6,Clay,180
22260,2011/02/25 00:00:00+00,10,6,"Clay, Rock",210
22261,2011/02/26 00:00:00+00,6,5.5,Clay,65
22262,2011/02/27 00:00:00+00,8,4.5,"Clay, Rock",60
22263,2011/03/02 00:00:00+00,6,5.83,Sand,120
22264,2011/03/04 00:00:00+00,6,6.17,"Rock, Sand",840
22265,2011/03/04 00:00:00+00,6,4.67,Clay,135
22267,2011/03/10 00:00:00+00,6,6,"Clay, Rock",60
22268,2011/03/10 00:00:00+00,6,7.5,Clay,1220
22269,2011/03/11 00:00:00+00,6,6,Clay,60
22271,2011/03/17 00:00:00+00,6,5.83,Clay,60
22273,2011/03/20 00:00:00+00,6,6,Clay,59
22274,2011/03/28 00:00:00+00,6,6.92,Sand,150
22275,2011/03/29 00:00:00+00,8,5.5,Sand,NA
22276,2011/03/31 00:00:00+00,6,6,"Clay, Rock, Sand",45
22634,2011/04/24 00:00:00+00,6,6.5,Clay,30
22635,2011/05/10 00:00:00+00,8,6.33,Gravel,240
22636,2011/05/17 00:00:00+00,6,6,Clay,NA
22637,2011/05/18 00:00:00+00,6,6.33,Sand,180
22638,2011/05/25 00:00:00+00,6,7.5,Clay,120
22639,2011/06/01 00:00:00+00,8,5.5,Gravel,84
22640,2011/06/06 00:00:00+00,6,7.5,Clay,990
22642,2011/06/09 00:00:00+00,6,6,"Clay, Sand",NA
22644,2011/06/15 00:00:00+00,8,5.75,"Clay, Rock",60
22646,2011/06/26 00:00:00+00,8,5.5,"Clay, Rock, Sand",NA
22647,2011/06/30 00:00:00+00,16,6.33,"Gravel, Sand",1020
22648,2011/07/04 00:00:00+00,6,8,"Clay, Gravel",1200
22650,2011/07/13 00:00:00+00,6,6,"Clay, Sand",840
22651,2011/07/16 00:00:00+00,6,6,Sand,120
23032,2011/07/20 00:00:00+00,6,6,Gravel,60
23036,2011/07/25 00:00:00+00,6,9,Clay,120
23037,2011/08/01 00:00:00+00,6,6,landfill,170
23038,2011/08/09 00:00:00+00,8,6,Gravel,180
23039,2011/08/09 00:00:00+00,8,6.5,Rock,960
23041,2011/08/14 00:00:00+00,6,7,Clay,120
23042,2011/08/15 00:00:00+00,6,5.9,Clay,NA
23043,2011/08/09 00:00:00+00,4,7.33,Sand,1260
23046,2011/09/11 00:00:00+00,6,5.5,"Gravel, Sand",210
23047,2011/09/13 00:00:00+00,8,7.5,Sand,840
23048,2011/09/13 00:00:00+00,6,6.08,"Clay, Rock",30
23050,2011/09/16 00:00:00+00,4,5.58,Clay,180
23051,2011/09/17 00:00:00+00,6,5.5,"Rock, Sand",120
23052,2011/09/22 00:00:00+00,8,6.58,Sand,90
23053,2011/09/23 00:00:00+00,0.75,6,"Dirt, Sand",810
23055,2011/09/25 00:00:00+00,6,6.2,Clay,NA
23057,2011/10/03 00:00:00+00,4,6,Junk,840
23058,2011/10/05 00:00:00+00,10,5.83,Clay,900
23059,2011/10/10 00:00:00+00,6,5.5,Sand,60
23061,2011/10/12 00:00:00+00,10,6,Gravel,60
23064,2011/10/18 00:00:00+00,8,7.17,Clay,60
23066,2011/10/24 00:00:00+00,6,6,Clay,105
23067,2011/10/24 00:00:00+00,6,5.5,Clay,45
23432,1970/01/01 00:00:00+00,NA,NA,NA,NA
23833,2014/03/15 00:00:00+00,6,7,Clay,990
23835,2014/03/16 00:00:00+00,6,3,Clay,NA
23836,2014/03/16 00:00:00+00,6,6,Clay,120
23837,2014/03/17 00:00:00+00,6,6,Clay,75
23838,2014/03/17 00:00:00+00,6,5.5,Clay,60
23839,2014/03/17 00:00:00+00,8,4.5,Clay,75
23840,2014/03/17 00:00:00+00,6,6.67,Clay,50
23841,2014/03/17 00:00:00+00,8,8,"clay, sand",90
23842,2014/03/17 00:00:00+00,6,6.5,Clay,45
23843,2014/03/17 00:00:00+00,6,6,Clay,150
23844,2014/03/18 00:00:00+00,8,7.5,Clay,NA
23845,2014/03/18 00:00:00+00,8,5,Clay,75
23846,2014/03/20 00:00:00+00,6,6,CLAY,60
23847,2014/03/20 00:00:00+00,6,5.67,Clay,30
23848,2014/03/21 00:00:00+00,6,6,Clay,59
23849,2014/03/22 00:00:00+00,6,5,Clay,795
23850,2014/03/22 00:00:00+00,6,6.5,Clay,790
23851,2014/03/23 00:00:00+00,8,7.17,Sand & peat moss,180
23852,2014/03/23 00:00:00+00,6,5.5,Sand,90
23853,2014/03/23 00:00:00+00,6,6.5,Clay,30
23854,2014/03/23 00:00:00+00,6,5.5,Clay,60
23856,2014/03/23 00:00:00+00,6,5,Clay,60
23857,2014/03/23 00:00:00+00,6,6.5,Sand,900
23858,2014/03/25 00:00:00+00,4,4,Clay,120
23859,2014/03/25 00:00:00+00,6,5.58,Clay,60
23860,2014/03/25 00:00:00+00,8,6,clay,870
23861,2014/03/26 00:00:00+00,4,4.5,Clay,60
23862,2014/03/26 00:00:00+00,4,3.67,Sand,240
23863,2014/03/27 00:00:00+00,2,4.5,Clay,1380
23864,2014/03/28 00:00:00+00,6,5.5,sand,120
23865,2014/03/28 00:00:00+00,6,6,Clay,NA
23866,2014/03/28 00:00:00+00,6,6,Clay,165
23867,2014/03/30 00:00:00+00,4,3.67,sand,1140
23868,2014/03/30 00:00:00+00,6,5.5,Clay,60
23869,2014/04/02 00:00:00+00,6,6,Clay,60
23870,2014/04/03 00:00:00+00,8,6,Clay,NA
23871,2014/04/03 00:00:00+00,6,6,clay,120
23872,2014/04/15 00:00:00+00,6,5,clay,960
23873,2014/04/18 00:00:00+00,6,NA,"Sand, rock",NA
23874,2014/04/18 00:00:00+00,1,5.83,rock,30
23875,2014/04/19 00:00:00+00,8,7.5,Gravel,270
23876,2014/04/19 00:00:00+00,8,5.5,"Clay, sand",60
23877,2014/04/20 00:00:00+00,8,6,Clay,955
23878,2014/04/21 00:00:00+00,8,5,Clay/ Rocky sand,915
23879,2014/04/23 00:00:00+00,6,6,Clay/sand,870
23880,2014/04/23 00:00:00+00,6,6,Clay/sand,870
23881,2014/04/24 00:00:00+00,6,5,Sand/Rock,60
23882,2014/04/30 00:00:00+00,10,6,Rocky/ Clay,NA
23883,2014/05/07 00:00:00+00,4,6.42,Sandy gravel,270
23884,2014/05/08 00:00:00+00,10,6,NA,NA
23885,2014/05/09 00:00:00+00,1,NA,NA,75
23886,2014/05/11 00:00:00+00,8,7,"gravel, sand, clay",210
23887,2014/05/15 00:00:00+00,6,6,clay,90
24232,2014/05/22 00:00:00+00,6,6,Clay,90
24233,2014/05/23 00:00:00+00,6,5,rocky sand,110
24234,2014/05/29 00:00:00+00,6,6,clay,900
24235,2014/05/30 00:00:00+00,6,7.58,Gravel,NA
24237,2014/06/11 00:00:00+00,6,5.5,Sand,10
24238,2014/06/13 00:00:00+00,8,6.67,Clay/rock,90
24239,2014/06/13 00:00:00+00,6,8,gravel & clay,150
24240,2014/06/15 00:00:00+00,6,6,gravel,150
24241,2014/06/14 00:00:00+00,8,8,3' gravel over 5' clay,NA
24242,2014/06/19 00:00:00+00,8,8,sandy,1050
24243,2014/06/21 00:00:00+00,8,6.08,clay sand,55
24244,2014/06/22 00:00:00+00,8,6.5,Clay,115
24245,2014/07/06 00:00:00+00,6,5,clay/gravel,940
24246,2014/07/07 00:00:00+00,6,6,Clay,870
24249,2014/07/07 00:00:00+00,16,3.5,Clay,930
24250,2014/07/14 00:00:00+00,4,6,clay,NA
24251,2014/07/15 00:00:00+00,6,5,NA,15
24252,2014/07/18 00:00:00+00,8,7.5,clay/sand,45
24253,2014/07/21 00:00:00+00,6,5.5,Clay/gravel,60
24254,2014/07/22 00:00:00+00,12,5.83,sand,960
24255,2014/07/23 00:00:00+00,8,6,gravel/clay,1080
24256,2014/07/29 00:00:00+00,0.75,7.67,dirt,120
24257,2014/07/29 00:00:00+00,6,6,clay,60
24258,2014/07/31 00:00:00+00,2,7,sand rock,NA
24259,2014/08/05 00:00:00+00,6,5.5,clay,90
24260,2014/08/12 00:00:00+00,8,6.5,6.5,870
24261,2014/08/12 00:00:00+00,6,4.5,gravel,60
24262,2014/08/15 00:00:00+00,1,6,sand,815
24263,2014/08/15 00:00:00+00,10,6,clay,1050
24264,2014/08/16 00:00:00+00,8,4.5,clay,1145
24265,2014/08/17 00:00:00+00,8,6.25,gravel,915
24267,2014/08/21 00:00:00+00,12,6.5,Clay/peat,1380
24268,2014/08/28 00:00:00+00,6,5,clay,60
24269,2014/08/29 00:00:00+00,8,6,clay,780
24270,2014/08/29 00:00:00+00,6,5.5,clay,90
24271,2014/09/17 00:00:00+00,6,5,sand & rock,30
24272,2014/09/19 00:00:00+00,6,6,clay,60
24273,2014/09/23 00:00:00+00,6,6,clay/gravel,120
24274,2014/09/24 00:00:00+00,6,5.5,clay,90
24275,2014/09/25 00:00:00+00,NA,NA,NA,NA
24276,2014/09/30 00:00:00+00,0.625,5,clay,NA
24277,2014/10/08 00:00:00+00,8,8,clay/gravel,60
24278,2014/10/10 00:00:00+00,12,5,gravel/sand,NA
24279,2014/10/17 00:00:00+00,6,5.75,Clay,45
24280,2014/10/19 00:00:00+00,8,6,rock,60
24281,2014/10/20 00:00:00+00,1,5,sand,NA
24282,2014/10/27 00:00:00+00,1.5,6,Clay,900
24283,2014/10/28 00:00:00+00,8,4,"rock, clay",1140
24632,1970/01/01 00:00:00+00,NA,NA,NA,NA
24633,2014/11/11 00:00:00+00,8,7.5,sand,NA
24634,2014/11/16 00:00:00+00,6,5,clay,60
24635,2014/11/17 00:00:00+00,6,4,clay,60
24636,2014/11/17 00:00:00+00,6,7.5,clay,780
24637,2014/11/17 00:00:00+00,8,6.5,sand/clay,75
24638,2014/11/18 00:00:00+00,6,6,sand,180
24639,2014/11/19 00:00:00+00,6,5,sand/rock,55
25032,2014/11/21 00:00:00+00,6,6.67,Clay & gravel,120
25033,2014/11/22 00:00:00+00,6,6,mud,120
25034,2014/11/23 00:00:00+00,6,7,sandy,945
25035,2014/11/24 00:00:00+00,6,5,sand,45
25036,2014/11/25 00:00:00+00,6,6.5,clay/gravel,75
25037,2014/11/26 00:00:00+00,6,6,sand,75
25038,2014/11/27 00:00:00+00,6,6,clay,90
25432,2014/12/01 00:00:00+00,6,7,Clay/sand,90
25435,2014/12/02 00:00:00+00,12,6.5,clay/sand,1380
25436,2014/12/03 00:00:00+00,6,6.83,Clay,105
25437,2014/12/07 00:00:00+00,10,5.5,clay/sand,75
25833,2014/12/07 00:00:00+00,6,5.83,gray clay,135
25834,2014/12/08 00:00:00+00,6,6,Clay/sand,60
25835,2014/12/09 00:00:00+00,6,5.5,Rock & Clay,60
25836,2014/12/09 00:00:00+00,6,6.75,silt/loam,135
25837,2014/12/10 00:00:00+00,6,6,Sand/rock,65
25838,2014/12/11 00:00:00+00,6,4.75,Clay w/ rock,45
25840,2014/12/13 00:00:00+00,6,6,NA,75
25842,2014/12/13 00:00:00+00,1,8.5,sand,870
25843,2014/12/15 00:00:00+00,6,6,clay,900
25844,2014/12/15 00:00:00+00,6,7,clay,240
25845,2014/12/21 00:00:00+00,6,8,Clay,105
25846,2014/12/23 00:00:00+00,6,6,clay,60
25847,2014/12/25 00:00:00+00,6,6,brown clay,61
25849,2014/12/27 00:00:00+00,10,5,gravel,120
25850,2014/12/29 00:00:00+00,8,5.5,clay/rock,NA
25851,2014/12/29 00:00:00+00,8,6,clay,90
25852,2014/12/30 00:00:00+00,1,6,sand,120
26232,2015/01/02 00:00:00+00,3,5,clay,75
26233,2015/01/02 00:00:00+00,6,5.5,clay,180
26234,2015/01/02 00:00:00+00,6,5.5,Clay,180
26236,2015/01/06 00:00:00+00,12,11,rocky clay,1200
26237,2015/01/06 00:00:00+00,6,6,Clay,930
