OBJECTID,break_date,pipe_size,pipe_depth_ft,soil_type,repair_time_minutes
680,1970/01/01 00:00:00+00,NA,NA,NA,NA
681,1970/01/01 00:00:00+00,NA,NA,NA,NA
682,1970/01/01 00:00:00+00,NA,NA,NA,NA
683,1970/01/01 00:00:00+00,NA,NA,NA,NA
687,1970/01/01 00:00:00+00,NA,NA,NA,NA
688,1970/01/01 00:00:00+00,NA,NA,NA,NA
694,1970/01/01 00:00:00+00,NA,NA,NA,NA
695,1970/01/01 00:00:00+00,NA,NA,NA,NA
696,1970/01/01 00:00:00+00,NA,NA,NA,NA
697,1970/01/01 00:00:00+00,NA,NA,NA,NA
698,1970/01/01 00:00:00+00,NA,NA,NA,NA
699,1970/01/01 00:00:00+00,NA,NA,NA,NA
700,1970/01/01 00:00:00+00,NA,NA,NA,NA
701,1970/01/01 00:00:00+00,NA,NA,NA,NA
702,1970/01/01 00:00:00+00,NA,NA,NA,NA
705,1970/01/01 00:00:00+00,NA,NA,NA,NA
706,1970/01/01 00:00:00+00,NA,NA,NA,NA
707,1970/01/01 00:00:00+00,NA,NA,NA,NA
708,1970/01/01 00:00:00+00,NA,NA,NA,NA
709,1970/01/01 00:00:00+00,NA,NA,NA,NA
710,1970/01/01 00:00:00+00,NA,NA,NA,NA
711,1970/01/01 00:00:00+00,NA,NA,NA,NA
712,1970/01/01 00:00:00+00,NA,NA,NA,NA
713,1970/01/01 00:00:00+00,NA,NA,NA,NA
714,1970/01/01 00:00:00+00,NA,NA,NA,NA
715,1970/01/01 00:00:00+00,NA,NA,NA,NA
716,1970/01/01 00:00:00+00,NA,NA,NA,NA
717,1970/01/01 00:00:00+00,NA,NA,NA,NA
718,1970/01/01 00:00:00+00,NA,NA,NA,NA
719,1970/01/01 00:00:00+00,NA,NA,NA,NA
720,1970/01/01 00:00:00+00,NA,NA,NA,NA
721,1970/01/01 00:00:00+00,NA,NA,NA,NA
722,1970/01/01 00:00:00+00,NA,NA,NA,NA
723,1970/01/01 00:00:00+00,NA,NA,NA,NA
724,1970/01/01 00:00:00+00,NA,NA,NA,NA
725,1970/01/01 00:00:00+00,NA,NA,NA,NA
726,1970/01/01 00:00:00+00,NA,NA,NA,NA
727,1970/01/01 00:00:00+00,NA,NA,NA,NA
728,1970/01/01 00:00:00+00,NA,NA,NA,NA
729,1970/01/01 00:00:00+00,NA,NA,NA,NA
730,1970/01/01 00:00:00+00,NA,NA,NA,NA
731,1970/01/01 00:00:00+00,NA,NA,NA,NA
732,1970/01/01 00:00:00+00,NA,NA,NA,NA
733,1970/01/01 00:00:00+00,NA,NA,NA,NA
734,1970/01/01 00:00:00+00,NA,NA,NA,NA
735,1970/01/01 00:00:00+00,NA,NA,NA,NA
736,1970/01/01 00:00:00+00,NA,NA,NA,NA
737,1970/01/01 00:00:00+00,NA,NA,NA,NA
738,1970/01/01 00:00:00+00,NA,NA,NA,NA
739,1970/01/01 00:00:00+00,NA,NA,NA,NA
740,1970/01/01 00:00:00+00,NA,NA,NA,NA
741,1970/01/01 00:00:00+00,NA,NA,NA,NA
742,1970/01/01 00:00:00+00,NA,NA,NA,NA
743,1970/01/01 00:00:00+00,NA,NA,NA,NA
744,1970/01/01 00:00:00+00,NA,NA,NA,NA
745,1970/01/01 00:00:00+00,NA,NA,NA,NA
751,1970/01/01 00:00:00+00,NA,NA,NA,NA
752,1970/01/01 00:00:00+00,NA,NA,NA,NA
754,1970/01/01 00:00:00+00,NA,NA,NA,NA
755,1970/01/01 00:00:00+00,NA,NA,NA,NA
756,1970/01/01 00:00:00+00,NA,NA,NA,NA
757,1970/01/01 00:00:00+00,NA,NA,NA,NA
758,1970/01/01 00:00:00+00,NA,NA,NA,NA
759,1970/01/01 00:00:00+00,NA,NA,NA,NA
760,1970/01/01 00:00:00+00,NA,NA,NA,NA
761,1970/01/01 00:00:00+00,NA,NA,NA,NA
762,1970/01/01 00:00:00+00,NA,NA,NA,NA
763,1970/01/01 00:00:00+00,NA,NA,NA,NA
764,1970/01/01 00:00:00+00,NA,NA,NA,NA
765,1970/01/01 00:00:00+00,NA,NA,NA,NA
766,1970/01/01 00:00:00+00,NA,NA,NA,NA
767,1970/01/01 00:00:00+00,NA,NA,NA,NA
768,1970/01/01 00:00:00+00,NA,NA,NA,NA
769,1970/01/01 00:00:00+00,NA,NA,NA,NA
770,1970/01/01 00:00:00+00,NA,NA,NA,NA
775,1970/01/01 00:00:00+00,NA,NA,NA,NA
776,1970/01/01 00:00:00+00,NA,NA,NA,NA
784,1970/01/01 00:00:00+00,NA,NA,NA,NA
785,1970/01/01 00:00:00+00,NA,NA,NA,NA
786,1970/01/01 00:00:00+00,NA,NA,NA,NA
798,1970/01/01 00:00:00+00,NA,NA,NA,NA
819,1970/01/01 00:00:00+00,NA,NA,NA,NA
820,1970/01/01 00:00:00+00,NA,NA,NA,NA
821,1970/01/01 00:00:00+00,NA,NA,NA,NA
822,1970/01/01 00:00:00+00,NA,NA,NA,NA
823,1970/01/01 00:00:00+00,NA,NA,NA,NA
825,1970/01/01 00:00:00+00,NA,NA,NA,NA
826,1970/01/01 00:00:00+00,NA,NA,NA,NA
827,1970/01/01 00:00:00+00,NA,NA,NA,NA
829,1970/01/01 00:00:00+00,NA,NA,NA,NA
830,1970/01/01 00:00:00+00,NA,NA,NA,NA
831,1970/01/01 00:00:00+00,NA,NA,NA,NA
832,1970/01/01 00:00:00+00,NA,NA,NA,NA
833,1970/01/01 00:00:00+00,NA,NA,NA,NA
834,1970/01/01 00:00:00+00,NA,NA,NA,NA
835,1970/01/01 00:00:00+00,NA,NA,NA,NA
836,1970/01/01 00:00:00+00,NA,NA,NA,NA
837,1970/01/01 00:00:00+00,NA,NA,NA,NA
838,1970/01/01 00:00:00+00,NA,NA,NA,NA
839,1970/01/01 00:00:00+00,NA,NA,NA,NA
840,1970/01/01 00:00:00+00,NA,NA,NA,NA
841,1970/01/01 00:00:00+00,NA,NA,NA,NA
842,1970/01/01 00:00:00+00,NA,NA,NA,NA
843,1970/01/01 00:00:00+00,NA,NA,NA,NA
844,1970/01/01 00:00:00+00,NA,NA,NA,NA
845,1970/01/01 00:00:00+00,NA,NA,NA,NA
846,1970/01/01 00:00:00+00,NA,NA,NA,NA
847,1970/01/01 00:00:00+00,NA,NA,NA,NA
848,1970/01/01 00:00:00+00,NA,NA,NA,NA
849,1970/01/01 00:00:00+00,NA,NA,NA,NA
850,1970/01/01 00:00:00+00,NA,NA,NA,NA
851,1970/01/01 00:00:00+00,NA,NA,NA,NA
852,1970/01/01 00:00:00+00,NA,NA,NA,NA
853,1970/01/01 00:00:00+00,NA,NA,NA,NA
854,1970/01/01 00:00:00+00,NA,NA,NA,NA
855,1970/01/01 00:00:00+00,NA,NA,NA,NA
856,1970/01/01 00:00:00+00,NA,NA,NA,NA
857,1970/01/01 00:00:00+00,NA,NA,NA,NA
858,1970/01/01 00:00:00+00,NA,NA,NA,NA
859,1970/01/01 00:00:00+00,NA,NA,NA,NA
860,1970/01/01 00:00:00+00,NA,NA,NA,NA
861,1970/01/01 00:00:00+00,NA,NA,NA,NA
862,1970/01/01 00:00:00+00,NA,NA,NA,NA
863,1970/01/01 00:00:00+00,NA,NA,NA,NA
864,1970/01/01 00:00:00+00,NA,NA,NA,NA
865,1970/01/01 00:00:00+00,NA,NA,NA,NA
866,1970/01/01 00:00:00+00,NA,NA,NA,NA
867,1970/01/01 00:00:00+00,NA,NA,NA,NA
868,1970/01/01 00:00:00+00,NA,NA,NA,NA
869,1970/01/01 00:00:00+00,NA,NA,NA,NA
870,1970/01/01 00:00:00+00,NA,NA,NA,NA
871,1970/01/01 00:00:00+00,NA,NA,NA,NA
872,1970/01/01 00:00:00+00,NA,NA,NA,NA
873,1970/01/01 00:00:00+00,NA,NA,NA,NA
874,1970/01/01 00:00:00+00,NA,NA,NA,NA
875,1970/01/01 00:00:00+00,NA,NA,NA,NA
876,1970/01/01 00:00:00+00,NA,NA,NA,NA
877,1970/01/01 00:00:00+00,NA,NA,NA,NA
880,1970/01/01 00:00:00+00,NA,NA,NA,NA
881,2008/01/15 00:00:00+00,6,6.5,"Clay, Sand",90
882,2008/01/16 00:00:00+00,10,7,"Gravel, clay",90
883,2008/01/19 00:00:00+00,6,6,"Clay, rock",270
884,2008/01/19 00:00:00+00,6,6,"Clay, rock",270
886,2008/01/20 00:00:00+00,8,6,Sand,180
887,2008/01/20 00:00:00+00,6,6,"Clay, rock",150
888,2008/01/21 00:00:00+00,6,5.33,"Sand, rock",60
890,2008/01/22 00:00:00+00,6,6,Clay,60
892,2008/01/22 00:00:00+00,6,5.42,"Clay, rock",60
894,2008/01/23 00:00:00+00,6,5,Clay,90
895,2008/01/24 00:00:00+00,6,6,"Clay, rock",90
896,2008/01/24 00:00:00+00,6,5.92,"Clay, rock",135
897,2008/01/24 00:00:00+00,6,5,Clay,170
898,2008/01/24 00:00:00+00,6,5.83,"Sand, clay",120
899,2008/01/25 00:00:00+00,6,10.5,"Clay, sand, rock",840
900,2008/01/25 00:00:00+00,6,5.5,Sand,90
901,2008/01/25 00:00:00+00,6,5.5,"Sand, dirt",60
902,2008/01/26 00:00:00+00,8,7,"Silt, loam",180
904,2008/01/26 00:00:00+00,6,6,"Clay, rock",60
905,2008/01/26 00:00:00+00,10,7.5,Boulders,120
906,2008/01/27 00:00:00+00,6,5.5,"Silt, loam",75
907,2008/01/27 00:00:00+00,6,6.58,Clay,60
908,2008/01/22 00:00:00+00,6,5.42,"Clay, rock",60
909,2008/01/30 00:00:00+00,6,6,Clay,120
910,2008/01/30 00:00:00+00,6,6.17,Clay,90
913,2008/01/30 00:00:00+00,6,6.67,Clay,120
914,2008/02/01 00:00:00+00,6,6.33,Clay,45
915,2008/02/03 00:00:00+00,8,7,"Sand, rock",180
916,2008/02/03 00:00:00+00,6,7,"Clay, rock",150
917,2008/02/04 00:00:00+00,6,5,"Clay, rock",90
918,2008/02/04 00:00:00+00,6,7.5,Sand,210
919,2008/02/04 00:00:00+00,6,5,Sand over clay,120
921,2008/02/06 00:00:00+00,6,6.5,Brown clay,180
922,2008/02/06 00:00:00+00,6,6.5,Clay,330
923,2008/02/06 00:00:00+00,8,5,Red Clay,60
924,2008/02/08 00:00:00+00,6,6.67,Clay,120
925,2008/02/08 00:00:00+00,6,6.83,"Sand, clay",90
926,2008/02/10 00:00:00+00,6,6.33,Clay,150
927,2008/02/10 00:00:00+00,6,6,"Clay, peet",840
928,2008/02/10 00:00:00+00,6,5.5,Brown clay,120
929,2008/02/10 00:00:00+00,6,6,Clay,180
930,2008/02/10 00:00:00+00,6,6.67,Clay,120
931,2008/02/11 00:00:00+00,12,5.33,"Sand, rock",120
932,2008/02/12 00:00:00+00,6,8,Clay,270
933,2008/02/11 00:00:00+00,6,6,Clay,90
934,2008/02/11 00:00:00+00,6,5.67,"Clay, rock",150
935,2008/02/12 00:00:00+00,4,5.75,Rocky,90
936,2008/02/13 00:00:00+00,6,5.67,Rock,120
937,2008/02/14 00:00:00+00,10,6.25,Clay,90
938,2008/02/15 00:00:00+00,6,5.5,Clay,60
939,2008/02/16 00:00:00+00,6,5.75,Clay,60
941,2008/02/17 00:00:00+00,6,5,Clay,75
942,2008/02/17 00:00:00+00,8,6.33,Clay,NA
943,2008/02/17 00:00:00+00,6,5,Clay,60
944,2008/02/17 00:00:00+00,6,6.5,Clay,150
945,2008/02/23 00:00:00+00,6,6.75,Clay,120
946,1970/01/01 00:00:00+00,NA,NA,NA,NA
947,1970/01/01 00:00:00+00,NA,NA,NA,NA
948,1970/01/01 00:00:00+00,NA,NA,NA,NA
949,1970/01/01 00:00:00+00,NA,NA,NA,NA
950,1970/01/01 00:00:00+00,NA,NA,NA,NA
951,1970/01/01 00:00:00+00,NA,NA,NA,NA
952,1970/01/01 00:00:00+00,NA,NA,NA,NA
953,1970/01/01 00:00:00+00,NA,NA,NA,NA
954,1970/01/01 00:00:00+00,NA,NA,NA,NA
955,1970/01/01 00:00:00+00,NA,NA,NA,NA
956,1970/01/01 00:00:00+00,NA,NA,NA,NA
957,1970/01/01 00:00:00+00,NA,NA,NA,NA
958,1970/01/01 00:00:00+00,NA,NA,NA,NA
959,1970/01/01 00:00:00+00,NA,NA,NA,NA
960,1970/01/01 00:00:00+00,NA,NA,NA,NA
961,1970/01/01 00:00:00+00,NA,NA,NA,NA
962,1970/01/01 00:00:00+00,NA,NA,NA,NA
963,1970/01/01 00:00:00+00,NA,NA,NA,NA
965,1970/01/01 00:00:00+00,NA,NA,NA,NA
966,1970/01/01 00:00:00+00,NA,NA,NA,NA
967,1970/01/01 00:00:00+00,NA,NA,NA,NA
968,1970/01/01 00:00:00+00,NA,NA,NA,NA
969,1970/01/01 00:00:00+00,NA,NA,NA,NA
970,1970/01/01 00:00:00+00,NA,NA,NA,NA
971,1970/01/01 00:00:00+00,NA,NA,NA,NA
972,1970/01/01 00:00:00+00,NA,NA,NA,NA
973,1970/01/01 00:00:00+00,NA,NA,NA,NA
974,1970/01/01 00:00:00+00,NA,NA,NA,NA
975,1970/01/01 00:00:00+00,NA,NA,NA,NA
976,1970/01/01 00:00:00+00,NA,NA,NA,NA
978,1970/01/01 00:00:00+00,NA,NA,NA,NA
983,1970/01/01 00:00:00+00,NA,NA,NA,NA
984,1970/01/01 00:00:00+00,NA,NA,NA,NA
985,1970/01/01 00:00:00+00,NA,NA,NA,NA
986,1970/01/01 00:00:00+00,NA,NA,NA,NA
987,1970/01/01 00:00:00+00,NA,NA,NA,NA
989,1970/01/01 00:00:00+00,NA,NA,NA,NA
992,1970/01/01 00:00:00+00,NA,NA,NA,NA
994,1970/01/01 00:00:00+00,NA,NA,NA,NA
995,1970/01/01 00:00:00+00,NA,NA,NA,NA
998,1970/01/01 00:00:00+00,NA,NA,NA,NA
1000,1970/01/01 00:00:00+00,NA,NA,NA,NA
1002,1970/01/01 00:00:00+00,NA,NA,NA,NA
1003,1970/01/01 00:00:00+00,NA,NA,NA,NA
1004,1970/01/01 00:00:00+00,NA,NA,NA,NA
1005,1970/01/01 00:00:00+00,NA,NA,NA,NA
1006,1970/01/01 00:00:00+00,NA,NA,NA,NA
1007,1970/01/01 00:00:00+00,NA,NA,NA,NA
1008,1970/01/01 00:00:00+00,NA,NA,NA,NA
1009,1970/01/01 00:00:00+00,NA,NA,NA,NA
1010,1970/01/01 00:00:00+00,NA,NA,NA,NA
1012,1970/01/01 00:00:00+00,NA,NA,NA,NA
1013,1970/01/01 00:00:00+00,NA,NA,NA,NA
1014,1970/01/01 00:00:00+00,NA,NA,NA,NA
1015,1970/01/01 00:00:00+00,NA,NA,NA,NA
1016,1970/01/01 00:00:00+00,NA,NA,NA,NA
1017,1970/01/01 00:00:00+00,NA,NA,NA,NA
1019,1970/01/01 00:00:00+00,NA,NA,NA,NA
1021,1970/01/01 00:00:00+00,NA,NA,NA,NA
1022,1970/01/01 00:00:00+00,NA,NA,NA,NA
1023,1970/01/01 00:00:00+00,NA,NA,NA,NA
1024,1970/01/01 00:00:00+00,NA,NA,NA,NA
1025,1970/01/01 00:00:00+00,NA,NA,NA,NA
1026,1970/01/01 00:00:00+00,NA,NA,NA,NA
1029,1970/01/01 00:00:00+00,NA,NA,NA,NA
1031,1970/01/01 00:00:00+00,NA,NA,NA,NA
1032,1970/01/01 00:00:00+00,NA,NA,NA,NA
1033,1970/01/01 00:00:00+00,NA,NA,NA,NA
1034,1970/01/01 00:00:00+00,NA,NA,NA,NA
1036,1970/01/01 00:00:00+00,NA,NA,NA,NA
1037,1970/01/01 00:00:00+00,NA,NA,NA,NA
1038,1970/01/01 00:00:00+00,NA,NA,NA,NA
1039,1970/01/01 00:00:00+00,NA,NA,NA,NA
1040,1970/01/01 00:00:00+00,NA,NA,NA,NA
1041,1970/01/01 00:00:00+00,NA,NA,NA,NA
1042,1970/01/01 00:00:00+00,NA,NA,NA,NA
1043,1970/01/01 00:00:00+00,NA,NA,NA,NA
1044,1970/01/01 00:00:00+00,NA,NA,NA,NA
1045,1970/01/01 00:00:00+00,NA,NA,NA,NA
1046,1970/01/01 00:00:00+00,NA,NA,NA,NA
1047,1970/01/01 00:00:00+00,NA,NA,NA,NA
1048,1970/01/01 00:00:00+00,NA,NA,NA,NA
1049,1970/01/01 00:00:00+00,NA,NA,NA,NA
1050,1970/01/01 00:00:00+00,NA,NA,NA,NA
1051,1970/01/01 00:00:00+00,NA,NA,NA,NA
1052,1970/01/01 00:00:00+00,NA,NA,NA,NA
1053,1970/01/01 00:00:00+00,NA,NA,NA,NA
1054,1970/01/01 00:00:00+00,NA,NA,NA,NA
1055,1970/01/01 00:00:00+00,NA,NA,NA,NA
1056,1970/01/01 00:00:00+00,NA,NA,NA,NA
1057,1970/01/01 00:00:00+00,NA,NA,NA,NA
1059,1970/01/01 00:00:00+00,NA,NA,NA,NA
1060,1970/01/01 00:00:00+00,NA,NA,NA,NA
1061,1970/01/01 00:00:00+00,NA,NA,NA,NA
1064,1970/01/01 00:00:00+00,NA,NA,NA,NA
1070,1970/01/01 00:00:00+00,NA,NA,NA,NA
1071,1970/01/01 00:00:00+00,NA,NA,NA,NA
1072,1970/01/01 00:00:00+00,NA,NA,NA,NA
1073,1970/01/01 00:00:00+00,NA,NA,NA,NA
1074,1970/01/01 00:00:00+00,NA,NA,NA,NA
1075,1970/01/01 00:00:00+00,NA,NA,NA,NA
1076,1970/01/01 00:00:00+00,NA,NA,NA,NA
1077,1970/01/01 00:00:00+00,NA,NA,NA,NA
1078,1970/01/01 00:00:00+00,NA,NA,NA,NA
1080,1970/01/01 00:00:00+00,NA,NA,NA,NA
1081,1970/01/01 00:00:00+00,NA,NA,NA,NA
1082,1970/01/01 00:00:00+00,NA,NA,NA,NA
1083,1970/01/01 00:00:00+00,NA,NA,NA,NA
1084,1970/01/01 00:00:00+00,NA,NA,NA,NA
1085,1970/01/01 00:00:00+00,NA,NA,NA,NA
1086,1970/01/01 00:00:00+00,NA,NA,NA,NA
1087,1970/01/01 00:00:00+00,NA,NA,NA,NA
1088,1970/01/01 00:00:00+00,NA,NA,NA,NA
1089,1970/01/01 00:00:00+00,NA,NA,NA,NA
1090,1970/01/01 00:00:00+00,NA,NA,NA,NA
1091,1970/01/01 00:00:00+00,NA,NA,NA,NA
1092,1970/01/01 00:00:00+00,NA,NA,NA,NA
1093,1970/01/01 00:00:00+00,NA,NA,NA,NA
1094,1970/01/01 00:00:00+00,NA,NA,NA,NA
1095,1970/01/01 00:00:00+00,NA,NA,NA,NA
1096,1970/01/01 00:00:00+00,NA,NA,NA,NA
1097,1970/01/01 00:00:00+00,NA,NA,NA,NA
1098,1970/01/01 00:00:00+00,NA,NA,NA,NA
1099,1970/01/01 00:00:00+00,NA,NA,NA,NA
1101,1970/01/01 00:00:00+00,NA,NA,NA,NA
1102,1970/01/01 00:00:00+00,NA,NA,NA,NA
1103,1970/01/01 00:00:00+00,NA,NA,NA,NA
1104,1970/01/01 00:00:00+00,NA,NA,NA,NA
1107,1970/01/01 00:00:00+00,NA,NA,NA,NA
1108,1970/01/01 00:00:00+00,NA,NA,NA,NA
1109,1970/01/01 00:00:00+00,NA,NA,NA,NA
1110,1970/01/01 00:00:00+00,NA,NA,NA,NA
1115,1970/01/01 00:00:00+00,NA,NA,NA,NA
1116,1970/01/01 00:00:00+00,NA,NA,NA,NA
1117,1970/01/01 00:00:00+00,NA,NA,NA,NA
1118,1970/01/01 00:00:00+00,NA,NA,NA,NA
1119,1970/01/01 00:00:00+00,NA,NA,NA,NA
1120,1970/01/01 00:00:00+00,NA,NA,NA,NA
1121,1970/01/01 00:00:00+00,NA,NA,NA,NA
1122,1970/01/01 00:00:00+00,NA,NA,NA,NA
1123,1970/01/01 00:00:00+00,NA,NA,NA,NA
1124,1970/01/01 00:00:00+00,NA,NA,NA,NA
1125,1970/01/01 00:00:00+00,NA,NA,NA,NA
1126,1970/01/01 00:00:00+00,NA,NA,NA,NA
1127,1970/01/01 00:00:00+00,NA,NA,NA,NA
1128,1970/01/01 00:00:00+00,NA,NA,NA,NA
1129,1970/01/01 00:00:00+00,NA,NA,NA,NA
1130,1970/01/01 00:00:00+00,NA,NA,NA,NA
1134,1970/01/01 00:00:00+00,NA,NA,NA,NA
1135,1970/01/01 00:00:00+00,NA,NA,NA,NA
1136,1970/01/01 00:00:00+00,NA,NA,NA,NA
1137,1970/01/01 00:00:00+00,NA,NA,NA,NA
1138,1970/01/01 00:00:00+00,NA,NA,NA,NA
1139,1970/01/01 00:00:00+00,NA,NA,NA,NA
1140,1970/01/01 00:00:00+00,NA,NA,NA,NA
1141,1970/01/01 00:00:00+00,NA,NA,NA,NA
1142,1970/01/01 00:00:00+00,NA,NA,NA,NA
1143,1970/01/01 00:00:00+00,NA,NA,NA,NA
1144,1970/01/01 00:00:00+00,NA,NA,NA,NA
1145,1970/01/01 00:00:00+00,NA,NA,NA,NA
1146,1970/01/01 00:00:00+00,NA,NA,NA,NA
1147,1970/01/01 00:00:00+00,NA,NA,NA,NA
1148,1970/01/01 00:00:00+00,NA,NA,NA,NA
1149,1970/01/01 00:00:00+00,NA,NA,NA,NA
1150,1970/01/01 00:00:00+00,NA,NA,NA,NA
1151,1970/01/01 00:00:00+00,NA,NA,NA,NA
1152,1970/01/01 00:00:00+00,NA,NA,NA,NA
1153,1970/01/01 00:00:00+00,NA,NA,NA,NA
1154,1970/01/01 00:00:00+00,NA,NA,NA,NA
1156,1970/01/01 00:00:00+00,NA,NA,NA,NA
1157,1970/01/01 00:00:00+00,NA,NA,NA,NA
1158,1970/01/01 00:00:00+00,NA,NA,NA,NA
1159,1970/01/01 00:00:00+00,NA,NA,NA,NA
1160,1970/01/01 00:00:00+00,NA,NA,NA,NA
1161,1970/01/01 00:00:00+00,NA,NA,NA,NA
1163,1970/01/01 00:00:00+00,NA,NA,NA,NA
1164,1970/01/01 00:00:00+00,NA,NA,NA,NA
1165,1970/01/01 00:00:00+00,NA,NA,NA,NA
1166,1970/01/01 00:00:00+00,NA,NA,NA,NA
1167,1970/01/01 00:00:00+00,NA,NA,NA,NA
1168,1970/01/01 00:00:00+00,NA,NA,NA,NA
1170,1970/01/01 00:00:00+00,NA,NA,NA,NA
1171,1970/01/01 00:00:00+00,NA,NA,NA,NA
1172,1970/01/01 00:00:00+00,NA,NA,NA,NA
1175,1970/01/01 00:00:00+00,NA,NA,NA,NA
1177,1970/01/01 00:00:00+00,NA,NA,NA,NA
1179,1970/01/01 00:00:00+00,NA,NA,NA,NA
1180,1970/01/01 00:00:00+00,NA,NA,NA,NA
1181,1970/01/01 00:00:00+00,NA,NA,NA,NA
1184,1970/01/01 00:00:00+00,NA,NA,NA,NA
1185,1970/01/01 00:00:00+00,NA,NA,NA,NA
1186,1970/01/01 00:00:00+00,NA,NA,NA,NA
1187,1970/01/01 00:00:00+00,NA,NA,NA,NA
1188,1970/01/01 00:00:00+00,NA,NA,NA,NA
1189,1970/01/01 00:00:00+00,NA,NA,NA,NA
1190,1970/01/01 00:00:00+00,NA,NA,NA,NA
1191,1970/01/01 00:00:00+00,NA,NA,NA,NA
1192,1970/01/01 00:00:00+00,NA,NA,NA,NA
1193,1970/01/01 00:00:00+00,NA,NA,NA,NA
1194,1970/01/01 00:00:00+00,NA,NA,NA,NA
1195,1970/01/01 00:00:00+00,NA,NA,NA,NA
1196,1970/01/01 00:00:00+00,NA,NA,NA,NA
1197,1970/01/01 00:00:00+00,NA,NA,NA,NA
1198,1970/01/01 00:00:00+00,NA,NA,NA,NA
1199,1970/01/01 00:00:00+00,NA,NA,NA,NA
1200,1970/01/01 00:00:00+00,NA,NA,NA,NA
1201,1970/01/01 00:00:00+00,NA,NA,NA,NA
1202,1970/01/01 00:00:00+00,NA,NA,NA,NA
1207,1970/01/01 00:00:00+00,NA,NA,NA,NA
1208,1970/01/01 00:00:00+00,NA,NA,NA,NA
1210,1970/01/01 00:00:00+00,NA,NA,NA,NA
1222,1970/01/01 00:00:00+00,NA,NA,NA,NA
1226,1970/01/01 00:00:00+00,NA,NA,NA,NA
1240,1970/01/01 00:00:00+00,NA,NA,NA,NA
1241,1970/01/01 00:00:00+00,NA,NA,NA,NA
1242,1970/01/01 00:00:00+00,NA,NA,NA,NA
1243,1970/01/01 00:00:00+00,NA,NA,NA,NA
1244,1970/01/01 00:00:00+00,NA,NA,NA,NA
1245,1970/01/01 00:00:00+00,NA,NA,NA,NA
1246,1970/01/01 00:00:00+00,NA,NA,NA,NA
1247,1970/01/01 00:00:00+00,NA,NA,NA,NA
1248,1970/01/01 00:00:00+00,NA,NA,NA,NA
1250,1970/01/01 00:00:00+00,NA,NA,NA,NA
1251,1970/01/01 00:00:00+00,NA,NA,NA,NA
1253,1970/01/01 00:00:00+00,NA,NA,NA,NA
1257,1970/01/01 00:00:00+00,NA,NA,NA,NA
1258,1970/01/01 00:00:00+00,NA,NA,NA,NA
1259,1970/01/01 00:00:00+00,NA,NA,NA,NA
1262,1970/01/01 00:00:00+00,NA,NA,NA,NA
1264,1970/01/01 00:00:00+00,NA,NA,NA,NA
1269,1970/01/01 00:00:00+00,NA,NA,NA,NA
1276,1970/01/01 00:00:00+00,NA,NA,NA,NA
1277,1970/01/01 00:00:00+00,NA,NA,NA,NA
1279,1970/01/01 00:00:00+00,NA,NA,NA,NA
1284,1970/01/01 00:00:00+00,NA,NA,NA,NA
1285,1970/01/01 00:00:00+00,NA,NA,NA,NA
1286,1970/01/01 00:00:00+00,NA,NA,NA,NA
1290,1970/01/01 00:00:00+00,NA,NA,NA,NA
1291,1970/01/01 00:00:00+00,NA,NA,NA,NA
1292,1970/01/01 00:00:00+00,NA,NA,NA,NA
1293,1970/01/01 00:00:00+00,NA,NA,NA,NA
1303,1970/01/01 00:00:00+00,NA,NA,NA,NA
1304,1970/01/01 00:00:00+00,NA,NA,NA,NA
1305,1970/01/01 00:00:00+00,NA,NA,NA,NA
1307,1970/01/01 00:00:00+00,NA,NA,NA,NA
1308,1970/01/01 00:00:00+00,NA,NA,NA,NA
1309,1970/01/01 00:00:00+00,NA,NA,NA,NA
1311,1970/01/01 00:00:00+00,NA,NA,NA,NA
1314,1970/01/01 00:00:00+00,NA,NA,NA,NA
1315,1970/01/01 00:00:00+00,NA,NA,NA,NA
1316,1970/01/01 00:00:00+00,NA,NA,NA,NA
1317,1970/01/01 00:00:00+00,NA,NA,NA,NA
1320,1970/01/01 00:00:00+00,NA,NA,NA,NA
1321,1970/01/01 00:00:00+00,NA,NA,NA,NA
1324,1970/01/01 00:00:00+00,NA,NA,NA,NA
1330,1970/01/01 00:00:00+00,NA,NA,NA,NA
1333,1970/01/01 00:00:00+00,NA,NA,NA,NA
1334,1970/01/01 00:00:00+00,NA,NA,NA,NA
1341,1970/01/01 00:00:00+00,NA,NA,NA,NA
1342,1970/01/01 00:00:00+00,NA,NA,NA,NA
1362,1970/01/01 00:00:00+00,NA,NA,NA,NA
1363,1970/01/01 00:00:00+00,NA,NA,NA,NA
1367,1970/01/01 00:00:00+00,NA,NA,NA,NA
1371,1970/01/01 00:00:00+00,NA,NA,NA,NA
1372,1970/01/01 00:00:00+00,NA,NA,NA,NA
1373,1970/01/01 00:00:00+00,NA,NA,NA,NA
1374,1970/01/01 00:00:00+00,NA,NA,NA,NA
1377,1970/01/01 00:00:00+00,NA,NA,NA,NA
1378,1970/01/01 00:00:00+00,NA,NA,NA,NA
1379,1970/01/01 00:00:00+00,NA,NA,NA,NA
1380,1970/01/01 00:00:00+00,NA,NA,NA,NA
1381,1970/01/01 00:00:00+00,NA,NA,NA,NA
1383,1970/01/01 00:00:00+00,NA,NA,NA,NA
1385,1970/01/01 00:00:00+00,NA,NA,NA,NA
1386,1970/01/01 00:00:00+00,NA,NA,NA,NA
1387,1970/01/01 00:00:00+00,NA,NA,NA,NA
